filename,m,n,k,initial_fitness,fitness,iteration,execution_time(s),num_particles,neighborhood_size,inertia_type,inertia_value,c1,c2,mutate,mutation_rate,dist_type,selection_type
scp410.txt,1000,200,50,135,147,100,4.362109899520874,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp410.txt,1000,200,50,135,148,300,13.104585886001589,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp410.txt,1000,200,50,135,151,500,21.835976600646973,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp410.txt,1000,200,50,135,151,700,30.80426287651062,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp410.txt,1000,200,50,135,151,1000,44.0627875328064,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp410.txt,1000,200,50,137,147,100,4.724339962005615,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp410.txt,1000,200,50,137,148,300,14.333807468414308,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp410.txt,1000,200,50,137,150,500,24.61959433555603,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp410.txt,1000,200,50,137,150,700,33.710487842559814,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp410.txt,1000,200,50,137,150,1000,48.27470135688782,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp410.txt,1000,200,50,139,148,100,4.6347496509552,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp410.txt,1000,200,50,139,151,300,14.091938018798828,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp410.txt,1000,200,50,139,151,500,23.51548671722412,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp410.txt,1000,200,50,139,151,700,32.252761363983154,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp410.txt,1000,200,50,139,154,1000,47.16911029815674,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scpc5.txt,4000,400,200,398,400,22,2.8488986492156982,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scpc5.txt,4000,400,200,399,400,6,0.8021938800811768,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scpc5.txt,4000,400,200,399,400,17,2.393454074859619,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scpc5.txt,4000,400,200,398,400,2,0.2813999652862549,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scpc4.txt,4000,400,200,399,400,29,3.8635740280151367,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scpc4.txt,4000,400,200,399,400,1,0.128403902053833,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scpc4.txt,4000,400,200,400,400,1,0.1301116943359375,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scpc4.txt,4000,400,200,399,400,5,0.67075514793396,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scpc3.txt,4000,400,200,398,400,14,1.7984986305236816,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scpc3.txt,4000,400,200,399,400,3,0.3775057792663574,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scpc3.txt,4000,400,200,397,400,1,0.1272451877593994,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scpc3.txt,4000,400,200,398,400,7,0.8877410888671875,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scpc2.txt,4000,400,200,398,400,22,2.8186702728271484,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scpc2.txt,4000,400,200,398,400,2,0.2536625862121582,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scpc2.txt,4000,400,200,398,400,2,0.2782809734344482,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scpc2.txt,4000,400,200,399,400,10,1.306302547454834,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scpc1.txt,4000,400,200,398,400,4,0.5296115875244141,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scpc1.txt,4000,400,200,398,400,11,1.5140607357025146,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scpc1.txt,4000,400,200,400,400,1,0.1314640045166015,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
